exclude,mid,tid,winner,loser,5-0,winnerbet,loserbet,bets,duration
0,3239,68,juggernaut,rogue,0,42826,5310,91,2
0,3241,68,mr. increible,shikamaru,0,9989,9970,84,4
0,3242,68,shin gouki,skull-man,0,56079,2049,99,1
0,3243,68,darkseid,tabasa,0,48071,6479,99,2
0,3244,68,boo ssj,dio brando,0,22913,11390,93,2
0,3245,68,_aug_ash,_aug_link,0,55216,9453,103,4
0,3246,68,sakura,bastion,0,7525,18137,86,1
0,3247,68,violent dan,flash,0,64220,4598,93,2
0,3248,68,kang,great sayaman,0,13908,17029,102,2
0,3249,68,morfo,jiroubou,0,12667,7873,93,3
0,3250,68,_aug_ichigo,_aug_petshop,0,38189,6664,93,1
0,3251,68,onpu segawa,tenten,0,31959,2918,89,1
0,3252,68,bomber man,fox mccloud,0,17607,8717,89,2
0,3253,68,ghetto warmachine,butt-head,0,28700,7138,96,3
0,3254,68,manamana,gorunks ssj4,0,2843,19869,87,3
0,3255,68,mako,thierry henry,0,35180,9817,91,3
0,3256,68,shun,mayko,0,23475,4332,80,4
0,3257,68,hagen,tetuwo,0,7212,10010,73,3
0,3258,68,burter,green lantern gg,0,12754,25145,73,2
0,3259,68,zero hotaru,nrvnqsr chaos,0,31800,21138,89,2
0,3260,68,joe higashi,kaede,0,20105,8389,76,3
0,3261,68,_old_li sheng long,super vegeta,0,276973,1525,82,2
0,3262,68,chun-lee dark bolt,sailor moon,0,759052,2677,87,2
0,3263,68,electro,brian griffin,0,90627,4237,79,4
0,3264,68,jimmy lee,son gohan,0,9744,7964,74,1
0,3265,68,ssj3 goku,songoku-snk/sf,0,3689,9418,65,3
0,3266,68,prime sentinels,alucard,0,27927,1712,68,3
0,3267,68,robo rock,majin vegeta ssj6,0,13727,6227,75,3
0,3268,68,mech zangief,skull-man,0,65392,1779,72,2
0,3269,68,armored gohan,milan flare,0,5744,13819,67,3
0,3270,68,perfect storm x,heihachi mishima,0,32917,2508,76,1
0,3271,68,_old_nail,gotenks ssj3,0,7873,6214,64,4
0,3272,68,goku ssj4 db final bout,kung lao,0,7008,15902,69,7
0,3273,68,ken,nick fury,0,29428,2927,70,2
0,3274,68,krusty,bardock,0,24579,2963,68,2
0,3275,68,opera elmer,black mask,0,18811,9139,74,4
0,3276,68,koopa troopa,majin boo,0,9378,10883,67,2
0,3278,68,piccolo,tron bonne,0,8121,21214,66,2
0,3279,68,godman,nrvnqsr chaos,0,6014,17998,63,2
0,3280,68,t. kawk,brimstone,0,26530,13616,67,1
0,3281,68,mech-hisui,paul phoenix,0,17329,13790,65,2
0,3282,68,zero,mr. increible,0,13921,6918,67,2
0,3283,68,red cyclone,guerrero divino del dragn,0,21503,3410,62,2
0,3285,68,shiki vp,_aug_rai,0,10931,12722,73,1
0,3286,68,_aug_mai shiranui,butt-head,0,19298,6625,63,3
0,3287,68,biohazard,son goku,0,80796,6666,69,2
0,3288,68,p. chunli,sango,0,14348,10057,81,2
0,3289,68,black tiger,boo,0,52847,3357,71,1
0,3290,68,symbiote spider-man,_aug_dan,0,8609,15783,74,1
0,3291,68,lupin the 3rd,hotaru,0,3495,27274,82,3
0,3292,68,captain marvel,v.akiha,0,11310,8315,70,1
0,3293,68,scream,_aug_alessi,0,12436,3787,71,2
0,3294,68,chibi naruto,big chicken,0,18583,5604,66,3
0,3295,68,mukai,marie,0,18233,2319,71,2
0,3296,68,leona,juggernaut,0,10990,33019,76,4
0,3297,68,green arrow,cell,0,3866,144,16,1
0,3299,68,mariah,bojack,0,10088,10033,72,4
0,3300,68,hibiki,sakura kinomoto,0,3831,61312,72,2
0,3301,68,ino,haruno sakura,0,3224,7616,65,6
0,3302,68,evil ken,trunks ssj4,0,25591,6758,71,2
0,3303,68,uppercut,bishamon,0,14582,7070,73,1
0,3304,68,enya,g-bit,0,6535,5095,54,4
0,3305,68,void,super mario,0,52059,6139,68,3
0,3306,68,nrvnqsr chaos,zangya,0,24946,1302,73,2
0,3307,68,super buu,kakashi,0,7951,4192,70,2
0,3308,68,the thing,raiden,0,15689,14496,72,3
0,3309,68,cyborg_mai,hory marlu,0,9642,9101,75,3
0,3310,68,nrvnqsr chaos,yagumo,0,15970,8931,73,1
0,3311,68,the dazzler,gogeta ssj,0,13840,4733,69,1
0,3312,68,great gohan,amy,0,10757,4177,64,2
0,3313,68,karen na hito,cell,0,17996,1244,66,4
0,3315,68,pizza,rhadamantis,0,7662,12486,71,4
6,3316,68,resume on or after 12:55am,resume before 12:55am,0,2426,6908,28,22
0,3317,68,rock,jabu,0,15633,328,39,3
0,3318,68,hisame shizumaru,etrigan,0,10035,5464,51,2
0,3319,68,strong guy,trunks,0,10074,2682,51,1
0,3320,68,enya,_aug_vanilla ice,0,15240,5785,46,3
0,3321,68,gogeta super saiyan 3,oozaru,0,8798,7856,46,4
0,3322,68,great s. man,kagome,0,6523,7645,47,2
0,3323,68,rikuo,mature,0,8098,6330,47,2
0,3324,68,sonson,oozaru,0,54303,90,50,3
0,3325,68,leona,_aug_a.b.a,0,22367,3014,46,2
0,3326,68,tapion,dabura,0,24574,1746,36,4
0,3327,68,iori 71113,orochi,0,27546,39159,40,2
0,3328,68,zangyura,black manta,0,20455,4777,43,2
0,3329,68,docinho,iwao,0,12981,4626,47,4
0,3330,68,dr.doom,shun,0,23041,4100,49,3
0,3331,68,pizza,gurocure,0,6513,10481,44,4
0,3332,68,superman,edward elrick,0,42605,7800,50,1
0,3333,68,nagato yuki,gotenks,0,10739,5163,46,2
0,3334,68,sakura kinomoto,ryu,0,49231,3425,49,2
0,3335,68,super androide 17 hd,warachia,0,60071,6687,45,3
0,3336,68,carnage,battle mahoro,0,9109,6505,45,2
0,3338,68,the thing,androide 18,0,11441,3389,37,1
0,3339,68,aoshi,_old_cell junior,0,28671,1852,51,2
0,3340,68,omega red,human torch,0,53070,2432,53,1
0,3341,68,musashi akatsuki,hads,0,9843,44687,46,2
0,3342,68,shin scrub ken,spawn,0,17343,8486,47,3
0,3343,68,g-akiha,sailor mars,0,27094,8599,49,2
0,3344,68,wakko,bra,0,10290,9187,42,2
0,3345,68,naruto,son gohan,0,5697,9049,42,5
0,3346,68,iceman,tenten,0,14528,2256,49,2
0,3347,68,ikisan,majin buu,0,7674,5108,47,2
0,3348,68,kazama sogetsu,jill,0,8859,1398,45,1
0,3349,68,alien queen,ikisan,0,26699,943,40,2
0,3350,68,gohan  grande normale,clayface,0,3176,10279,44,2
0,3351,68,akiha,lion-o,0,12016,2674,43,1
0,3352,68,ultra ssj5 vegeta,robo-kyii,0,5386,7882,42,2
0,3353,68,carnage,tung fu rue,0,8753,8350,45,3
0,3354,68,cpu nobunaga,munch,0,3542,60,13,1
0,3355,68,zero,garlic junior,0,8589,1229,43,3
0,3356,68,shiki vp,kosmos,0,14424,3120,43,1
0,3357,68,rock volnutt,sentry,0,21560,1327,46,1
0,3358,68,yamcha by tomur,venom scorpion,0,4224,16037,47,3
0,3359,68,mech gouki,daffy duck,0,21564,4725,50,2
0,3360,68,johnny cage,dante,0,25784,1761,45,1
0,3361,68,ken,rogue,0,3546,13853,43,2
0,3362,68,nero,motokoaoyama,0,11189,5989,45,2
0,3363,68,_aug_ash,tao jun,0,26569,2007,43,2
0,3364,68,kyle dunamis,_aug_ky,0,10735,11080,44,2
0,3365,68,goku ssj4 db final bout,superboy,0,16856,637,39,3
0,3366,68,donovan,gundam heavy arms,0,11623,1617,43,1
0,3367,68,radish ssj4,omega tiger woods,0,23724,12772,40,2
0,3368,68,shiki vp,godzilla,0,12798,5382,40,3
0,3369,68,_aug_zappa,kim,0,8714,10518,38,2
0,3370,68,gogeta ssj2,ultimate-gohan,0,1839,7800,35,5
0,3371,68,reptos,_aug_unknown,0,1000,15275,35,4
0,3372,68,ryu,balrog,0,8087,2524,35,1
0,3373,68,zangia,baldhead,0,275,11294,35,3
0,3374,68,master sakura,son gohan,0,34699,1017,43,2
0,3375,68,nmori yagami,thanoseid,0,17647,3256,45,1
0,3376,68,apocalypse,zidane,0,12565,3862,37,2
0,3377,68,li'l gohan,spopovich,0,6135,5371,40,9
0,3378,68,kang,mai,0,1252,8739,36,3
0,3379,68,blaze agent,_aug_polnareff,0,31177,161,36,2
0,3380,68,butt-head,commissioner gordon,0,3682,10478,40,3
0,3381,68,_old_goku,phoenix,0,4287,5425,34,5
0,3382,68,jason todd,mega gohan,0,8388,3965,33,2
0,3383,68,nmori yagami,_aug_dizzy,0,28003,818,35,1
0,3384,68,chaos hiryu,jack frost,0,15484,1719,39,2
0,3385,68,vegeta ssj3,saba,0,6411,1693,35,2
0,3386,68,docinho,vegeta normal 2,0,9772,808,33,4
0,3387,68,android 16,capella,0,3158,8603,27,2
0,3388,68,blackheart,kuando,0,575,14943,32,2
0,3389,68,evil homer,renamon,0,683,3146,32,2
0,3390,68,evil homer,avdol ver 2001/01/30 by camrat,0,10816,1532,36,2
0,3391,68,goku ssj3,wonder woman,0,1847,2489,32,2
0,3392,68,fordy,_old_solid snake,0,11778,2416,31,2
0,3393,68,raptor,gurocure,0,4405,1657,28,2
0,3394,68,michaelangelo,docinho,0,2135,8571,31,2
0,3395,68,pyro,mordecai,0,7825,2291,34,2
0,3396,68,the flash,_old_nobunaga,0,3783,4405,33,1
0,3397,68,iceman,_aug_zaku,0,23905,159,36,1
0,3398,68,capella,mega goku,0,5102,1728,35,3
0,3399,68,gogeta super saiyan 3,bra,0,10192,2057,29,4
0,3400,68,vegeta ultra ssj,ino,0,3920,6477,31,3
0,3401,68,nachi,godman,0,195,7771,31,2
0,3402,68,cpu nobunaga,opera elmer,0,10270,2246,26,2
0,3403,68,super mario,dhalsim,0,6512,1437,30,1
0,3404,68,gill,gohan gt,0,3706,1790,27,3
0,3405,68,popeye,sakon,0,9096,667,30,3
0,3406,68,basara,morfo,0,2197,3345,31,4
0,3407,68,the atom,hibiki,0,1327,7197,29,2
0,3408,68,ramon 71113,tao jun,0,41631,1128,28,2
0,3409,68,fordy,eiji kisaragi,0,15133,1382,30,2
0,3410,68,goten gt nex,tien,0,7927,1171,26,3
0,3411,68,roll,_aug_ky,0,6990,2883,27,2
0,3412,68,dragon claw,crashman,0,20980,31,28,2
0,3413,68,isaiah bradley,simba,0,10412,1849,30,4
0,3414,68,tapion,chloe,0,2344,1233,27,2
0,3415,68,neco,emerl,0,6165,11260,23,2
0,3416,68,quicksilver,omega red,0,3302,4170,29,3
0,3417,68,k9999,_old_goku,0,7292,5877,28,2
0,3418,68,bishop,mayko,0,7675,130,26,2
0,3419,68,20 (dr. gero),gogeta ssj,0,1114,1813,22,4
0,3420,68,sailor venus,tetuwo,0,10036,4393,25,2
0,3421,68,super mario,_aug_ky,0,38206,841,27,1
0,3422,68,cyclops,tin's fernandeath,0,5723,4889,27,2
0,3423,68,ultron,zero,0,10364,1030,25,2
0,3424,68,kuroko,simonkin2005,0,3704,1282,26,4
0,3425,68,phoenix,_aug_potemkin,0,1550,10063,29,3
0,3426,68,kim kaphwan,ryu,0,26888,2748,27,2
0,3427,68,g-akiha,rajaamaki,0,28034,2725,31,2
0,3428,68,chaos hiryu,psychopath kyo,0,20122,8659,25,1
0,3429,68,johnny cage,nakoruru,0,29864,2463,30,2
0,3431,68,rock,xp(pro),0,11,0,,
0,3433,68,poison,_aug_alessi,0,532,2,7,3
0,3434,68,vegeta,_aug_scorpion,0,12,22,6,2
0,3435,68,cless alvein,x,0,3083,31,10,1
0,3436,68,arcueid,gurocure,0,810,12,11,1
0,3437,68,gohan gt,maximum frieza,0,364,107,14,3
0,3438,68,dare devil,gold warmachine,0,26,3165,10,1
0,3439,68,super buu,harley quinn,0,2502,53,12,2
0,3440,68,temari,dabura,0,1260,437,15,2
0,3441,68,killer whale,gobotenn,0,5745,131,19,1
0,3442,68,chomper,dio brando,0,2150,31,17,1
0,3443,68,rusty,tails,0,2069,344,18,3
0,3444,68,uppercut,sonic machine,0,3538,461,23,2
0,3445,68,m. bison,baldhead,0,2402,1370,19,2
0,3446,68,goku kaiouken x4,shun,0,1248,2174,19,5
0,3447,68,andromeda,pan,0,1182,910,23,4
0,3448,68,vegeta,zero,0,2164,2133,24,2
0,3449,68,sean matsuda,kingpin,0,2918,1560,22,2
0,3450,68,juggernaut,grover,0,6972,130,31,2
0,3451,68,nero,psychopath kyo,0,4769,2789,30,2
0,3452,68,gotenks,koola,0,308,7240,28,4
0,3453,68,'gou no ken' kenshirou,goku gt ssj3,0,1830,1650,27,2
0,3454,68,mega lilde,hebiitigo,0,1175,731,27,2
0,3455,68,daimon 71113,thanoseid,0,6014,1221,32,2
0,3456,68,nrvnqsr chaos,goku ssj4,0,7404,363,30,3
0,3457,68,psylocke,dio brando,0,5267,796,36,4
0,3458,68,dark ryu,nemesis,0,7831,1043,37,4
0,3459,68,dora,_aug_sol,0,4336,1987,36,2
0,3460,68,bin laden,gokussj4d,0,601,2294,34,1
0,3461,68,darkseid,boo ssj,0,2601,1634,36,4
0,3462,68,det. garret laurel,sailor moon,0,4323,908,34,2
0,3463,68,broken,marrow,0,7213,1386,31,1
0,3464,68,saito,squall,0,1688,6865,35,2
0,3465,68,satsuki,son goku,0,6063,5292,30,3
0,3466,68,_aug_ash,goku normal hd,0,15438,230,38,2
0,3467,68,popeye,bishamon,0,7922,2113,40,3
0,3468,68,marvin,goku db,0,5128,1053,35,3
0,3469,68,possessed heita,electro,0,5847,164,34,1
0,3470,68,super goku,inspector gadget,0,2761,5418,38,3
0,3471,68,blue destiny 2,hugo,0,8642,2835,26,4
0,3472,68,kazama kazuki,cartman,0,9401,1195,36,1
0,3473,68,possessed heita,multiple man,0,17612,1364,36,2
0,3474,68,blackheart,m. bison,0,3229,1407,32,2
0,3475,68,wing zero,andromeda,0,3020,4459,35,2
0,3476,68,lady deathstrike,rock howard,0,1096,4519,26,3
0,3477,68,ryu,neco,0,2708,2241,27,2
0,3478,68,future trunks,rayman,0,4320,1020,29,2
0,3479,68,_aug_chaos,vegeta ssj1,0,488,2739,22,4
0,3480,68,dr.doom,normal chibi trunks,0,6448,852,30,2
0,3481,68,shin gouki,rusty,0,9311,2052,31,2
0,3482,68,batman beyond,g-bit,0,2339,3067,29,2
0,3483,68,goku sayajin,eiji kisaragi,0,320,12276,37,5
0,3484,68,godman,goten,0,13246,2466,37,2
0,3485,68,super mario,gambit,0,17386,2500,37,2
0,3486,68,juggernaut,ken & gang,0,3044,10774,38,2
0,3487,68,mayko,_old_gray fly,0,1651,7786,33,3
0,3488,68,misty,gohan school,0,3859,7059,37,2
0,3489,68,phoenix,trunks sb1,0,6442,3170,37,2
0,3490,68,super goku,kyo 71113,0,2834,12765,33,1
0,3491,68,hagen,angel ryu,0,3370,13760,39,4
0,3492,68,dr.gero,shaq,0,3251,13824,44,2
0,3493,68,colossus,death13,0,3467,3864,44,2
0,3494,68,sangoku,dante,0,1360,2788,27,2
0,3495,68,rogue,anakaris,0,11557,3742,39,2
0,3496,68,commissioner gordon,segalow,0,1619,9918,34,2
0,3497,68,the nightmare,drill asamin,0,61922,141,47,2
0,3498,68,drdoom,majin boo,0,10385,1196,46,1
0,3499,68,dr.doom,poppy,0,7734,3977,44,2
0,3500,68,oozura vegeta,windows me,0,7517,1729,37,3
0,3501,68,bra,95 no danna,0,4756,3914,36,2
0,3502,68,pyro,megatron,0,7435,4182,38,2
0,3503,68,majin buu,babidi,0,6644,2685,38,2
0,3504,68,g rugal,armored gohan,0,10298,4660,37,2
0,3505,68,super buu,jamian di corvus,0,9227,1827,43,4
0,3506,68,blaze agent,dr.doom,0,15224,3104,49,2
0,3507,68,ella,rose,0,10673,3442,44,2
0,3508,68,nightwolf,professor x,0,2751,7553,39,3
0,3509,68,flash,_aug_vanilla ice,0,11407,1094,39,2
0,3510,68,minis mahn,omega red,0,4086,4852,39,2
0,3511,68,joe higashi,sponge bob,0,8973,1682,45,3
0,3512,68,evil ken,ultron,0,22197,2237,54,2
0,3513,68,yuki in midday,xanmi chan,0,10929,4299,47,3
0,3514,68,_old_nobunaga,kouryu,0,9920,592,43,1
0,3515,68,omega red,saibaman,0,11247,1713,48,2
0,3516,68,lord ravenous,floren,0,8794,2981,52,4
0,3517,68,gotenks ssj,rayman,0,21308,275,36,3
0,3518,68,wonderman,knuckles,0,5850,594,34,2
0,3519,68,_aug_mai shiranui,krizalid,0,3617,6620,42,3
0,3520,68,tsugumi,megaman.exe,0,13490,3263,38,2
0,3521,68,goku ssj 3,sailor moon,0,6258,14496,47,4
0,3522,68,thanoseid,_aug_venom,0,10984,5498,50,3
0,3523,68,ramon 71113,future trunks,0,20761,2520,50,3
0,3524,68,godzilla,lord shaolin lee,0,12355,2434,46,2
0,3525,68,darkseid,_aug_kuma,0,13273,4033,60,3
0,3526,68,possessed heita,violent dan,0,6310,11408,56,2
0,3527,68,_aug_scorpion,v.akiha,0,6636,7770,62,3
0,3528,68,airman,ryu,0,4301,16533,60,3
0,3529,68,krillin,edward elrick,0,6139,16290,59,3
0,3530,68,cless alvein,yoko yuki,0,82299,3951,61,2
0,3531,68,hato sabure,satsuki,0,9026,8738,56,3
0,3532,68,evil ryu,gohan ssj5,0,14859,7751,65,1
0,3533,68,tien,chiaotzu,0,4974,11480,58,3
0,3534,68,morfo,yellow-pipo,0,13466,9271,57,2
0,3535,68,snoopy,reimi jyahana,0,6188,14955,60,4
0,3536,68,aku-amakusa,battousai,0,33529,2053,58,2
0,3537,68,juggernaut,zangya,0,32158,4874,63,2
0,3538,68,roll,cell genesis,0,16467,4818,59,2
0,3539,68,red cyclone,crashman,0,30396,2851,62,3
0,3540,68,psycho weapon,modoi-san,0,18397,1940,62,1
0,3541,68,fat albert,pikachu,0,9804,8582,64,3
0,3542,68,renamon,_aug_vega,0,10847,11464,57,3
0,3543,68,sodom,noroko,0,12235,2481,59,2
0,3544,68,evil ken,hobgoblin,0,57696,4198,68,2
0,3545,68,strider hien,fireman,0,19736,4869,59,3
0,3546,68,vegeta ssj3,morfo,0,7829,10559,56,3
0,3547,68,yumeji kurokouchi,d-rugal,0,31350,13812,63,3
0,3548,68,k',omegamon,0,18987,2623,61,1
0,3549,68,ichi,kagami kyosuke,0,3059,22741,57,3
0,3550,68,morph,brainiac,0,24235,2535,53,1
0,3551,68,nakoruru,windows me,0,29017,3344,58,1
0,3552,68,_aug_dio,motokoaoyama,0,11652,9466,53,4
0,3553,68,k',onslaught,0,46439,6461,59,2
0,3554,68,the dazzler,king godzilla,0,15340,11349,56,1
0,3555,68,sakura kinomoto,hotaru,0,49949,9340,64,1
0,3556,68,naruto,marie,0,10977,46439,54,2
0,3557,68,terry bogard,wind,0,40329,1484,61,1
0,3558,68,armored gohan,jay garrick,0,13795,6235,56,2
0,3559,68,donovan,nrvnqsr chaos,0,44525,13839,61,3
0,3560,68,last adult goku,dark psylocke,0,9512,26447,64,3
0,3561,68,omega red,hads,0,17192,10815,59,3
0,3562,68,lupin the 3rd,bra,0,14252,1825,52,3
0,3563,68,aku-amakusa,boo,0,104858,1160,59,2
0,3564,68,goenitz,ken & gang,0,17495,5968,59,2
0,3565,68,daimon 71113,burter,0,17361,12017,60,2
0,3566,68,violent dan,kung lao,0,29527,12675,61,2
0,3567,68,ginew,dodoria,0,7269,5656,51,5
0,3568,68,shaq,tayuya,0,45216,3264,57,2
0,3569,68,donatello,sentry,0,14601,8260,60,3
0,3570,68,broly,sub zero,0,18166,3946,60,2
0,3571,68,_aug_ky,drill asamin,0,15632,7444,60,4
0,3572,68,deadpool,electro,0,29156,5204,67,2
0,3573,68,dosu,_old_cell junior,0,10487,12051,58,2
0,3574,68,_aug_venom,ore,0,13642,2710,53,3
0,3575,68,20 (dr. gero),boulma,0,9953,741,42,3
0,3576,68,kurihan,docinho,0,2096,12042,54,2
0,3577,68,fireman,_aug_ichigo,0,2182,34229,54,3
0,3578,68,_old_insane hiryu,_aug_baiken,0,40414,4528,57,2
0,3579,68,ironpatriot,possessed heita,0,22075,18563,57,2
0,3580,68,chaka,anna,0,12817,8622,53,4
0,3581,68,fordy,multiple man,0,32028,7317,53,3
0,3582,68,ojisama-chaos,black manta,0,14506,5238,46,3
0,3583,68,super skrull,zemial,0,22680,2195,45,1
0,3584,68,popeye,janemba,0,17600,2363,53,5
0,3585,68,agony,saibaman,0,17307,1075,47,2
0,3586,68,reptos,trunks,0,22260,729,44,2
0,3587,68,orochi vega,jissou seki,0,11614,1045,43,2
0,3588,68,goku gt ssj3,gambit,0,1449,16829,42,3
0,3589,68,yoh,gorunks ssj4,0,15731,3941,43,3
0,3590,68,captain america,mega piccolo,0,7732,2947,42,1
0,3591,68,jackal,mr. increible,0,18317,1933,45,2
0,3592,68,fubuki sakuragasaki,shangtsung,0,5711,3500,43,4
0,3593,68,randy m. green,rajaayuri,0,6642,5557,45,3
0,3594,68,sentry,hol 'butt king' funtimes,0,2818,19030,48,4
0,3595,68,hel'lauren,knuckles,0,32519,5024,50,2
0,3596,68,goku gt,98,0,8583,7508,50,3
0,3597,68,patchouli,ultimate-gohan,0,40083,2144,52,2
0,3598,68,wonderman,jill,0,11844,2667,46,2
0,3599,68,cammy,dio brando,0,14503,2583,52,2
0,3600,68,_aug_axl,simba,0,11993,4600,42,3
0,3601,68,iwao,atusi,0,6948,4371,34,2
0,3602,68,goku ssj3,jason todd,0,3687,9756,39,5
0,3603,68,symbiote spider-man,sakon,0,27349,960,41,1
0,3604,68,shin gouki,yuki,0,18515,1005,31,2
0,3606,68,well,norimaro,0,25841,2288,43,1
0,3607,68,mr.karate,white len,0,3205,12924,36,1
0,3608,68,terry bogard,midler,0,41585,801,40,2
0,3609,68,tenten,simba,0,5172,12173,41,3
0,3610,68,sailor mercury,zero,0,18903,20841,43,2
0,3611,68,carnage,temari,0,22918,10569,53,2
0,3612,68,death13,asuta-san,0,6652,5893,49,3
0,3614,68,m. bison,winnie the pooh,0,12609,10631,49,2
0,3615,68,_aug_dizzy,mariah,0,26345,8788,49,3
0,3616,68,sakura kinomoto,shadir,0,69692,2053,55,1
0,3617,68,lady deathstrike,edward elrick,0,33724,5263,52,3
0,3618,68,gohan ssj4,sonson,0,41591,6735,52,2
0,3619,68,goku kid_ssj,krauser,0,9091,26917,53,3
0,3620,68,tizoc,kim,0,10593,19517,56,3
0,3621,68,_aug_rai,ssj4gohan,0,10350,21827,46,2
0,3622,68,superman,_aug_luigi,0,7210,10584,49,3
0,3623,68,goenitz,future trunks,0,31962,9468,51,2
0,3624,68,flonne,_aug_ash,0,2228,14254,39,1
0,3625,68,_aug_raphael,_old_gray fly,0,22309,10039,52,3
0,3626,68,milan flare,chaka,0,17892,3634,51,3
0,3627,68,tizoc,tron bonne,0,27419,2983,54,2
0,3628,68,kim kaphwan,ironman,0,12161,2297,55,2
0,3631,68,keel,motokoaoyama,0,4386,4673,31,2
0,3632,68,saito,wind,0,8486,4936,38,1
0,3633,68,chizuru kagura,robo-kyii,0,8190,11325,50,1
0,3634,68,symbiote spider-man,medoi-san,0,8616,6036,47,1
0,3635,68,sabretooth,vegeta ssj1,0,11600,2169,47,2
0,3636,68,agony,hugo,0,15832,2802,49,2
0,3637,68,hobgoblin,omega red,0,6834,10037,61,4
0,3638,68,blodia,_aug_blossom,0,17576,4724,57,4
0,3639,68,_aug_venom,_old_gray fly,0,14893,3839,60,3
0,3640,68,nightcrawler,jay garrick,0,9596,5259,56,2
0,3641,68,battle mahoro,haruno sakura,0,8504,2959,57,4
0,3642,68,professor x,makoto,0,12991,9575,75,1
0,3643,68,tizoc,shaoran lee,0,9467,25705,70,2
0,3644,68,kishima kouma,batman beyond,0,17463,1877,71,11
0,3645,68,androide 17,_aug_venom,0,5039,11218,76,4
0,3649,68,god ken,windows me,0,71850,1641,77,3
0,3650,68,_old_blob,chomper,0,5197,13214,73,2
0,3651,68,raditz,huninki,0,15354,4548,73,4
0,3652,68,satsuki,freeza 1st form,0,21550,4531,70,2
0,3653,68,rogue,ghost rider,0,18919,12058,78,3
0,3654,68,ghetto warmachine,m-vegeta-ssj3,0,18844,11481,84,1
0,3655,68,normal freeza,ranma saotome,0,21187,4958,73,1
0,3656,68,chouji,goku kaiouken x4,0,5390,17490,81,2
0,3657,68,namor,neco chaos,0,9278,17599,88,2
0,3658,68,warmachine,det. garret laurel,0,32941,11809,100,2
0,3659,68,super buu,simonkin2006,0,22481,11832,96,3
0,3660,68,terry,komepo,0,29228,2539,103,3
0,3661,68,phoenix,kaio shin,0,53651,2960,94,4
0,3662,68,rock volnutt,amingo,0,51015,2926,81,2
0,3663,68,iceman,normal sword trunks,0,36270,1411,103,2
0,3664,68,warakia,bra,0,31207,4236,102,2
0,3665,68,android 17,vegetto ex,0,14671,7195,85,1
0,3666,68,rasetsumaru,tifa lockhart,0,28269,10190,103,2
0,3667,68,megaman.exe,sakura,0,21397,10129,97,2
0,3668,68,carnage,raiden,0,26245,10303,106,3
0,3669,68,gundam heavy arms,leela,0,17808,9851,89,3
0,3670,68,satsuki,rorschach,0,87648,8209,106,1
0,3671,68,ryuho,superman,0,12292,27473,95,3
0,3672,68,_aug_ash,android 16,0,34857,8094,101,2
0,3673,68,snake eyes,nick fury,0,193205,2637,100,2
0,3674,68,possessed heita,midler,0,56862,1048,91,2
0,3675,68,possessed heita,2ban-tan,0,52723,4428,93,2
0,3676,68,wolverine,astroboy,0,22079,13801,103,2
0,3677,68,gogeta ssj4,jeice,0,20725,6038,93,3
0,3678,68,shocker,_aug_raphael,0,59360,17838,99,2
0,3679,68,radish ssj4,thierry henry,0,907569,1449,95,1
0,3680,68,sissy,recoome,0,26802,4700,104,1
0,3681,68,jay garrick,tenshinham,0,51965,4800,88,2
0,3682,68,super boo,majin buu,0,27581,9608,97,3
0,3683,68,hagen,jon talbain,0,12882,23915,105,4
0,3684,68,tin's fernandeath,j'onn j'onnz,0,12118,21143,108,2
0,3685,68,baby commando,koola,0,13366,12295,104,2
0,3686,68,_aug_leonardo,sparta_heika,0,22587,9659,99,3
0,3687,68,helion,ginew,0,68301,3003,104,2
0,3688,68,zero,dee jay,0,23978,19826,98,3
0,3689,68,warmachine,guerrero divino del dragn,0,54903,10767,109,4
0,3690,68,warmachine,flash,0,43504,42500,115,2
0,3691,68,mech gouki,mariah,0,53493,14145,109,3
0,3692,68,lex luthor,tetsuo,0,26376,9178,98,1
0,3693,68,trouble man,jon talbain,0,26466,12820,122,3
0,3694,68,ella,tin's fernandeath,0,10349,68241,114,2
0,3695,68,ramon 71113,_aug_ash,0,39160,17084,105,2
0,3696,68,gohan ssj3,kakashi,0,31911,7686,92,2
0,3697,68,eiko magami,sparta_heika,0,79869,3266,96,2
0,3698,68,abui,gogeta ssj4,0,5772,33493,82,5
0,3699,68,human torch,he-man,0,25012,15619,107,2
0,3700,68,g rugal,reptos,0,77831,21431,100,2
0,3701,68,normal freeza,orochi iori,0,64071,32858,93,2
0,3702,68,_aug_cloud,tetuwo,0,56690,2193,105,3
0,3703,68,ino,sakura,0,10587,10255,84,2
0,3704,68,holy ken,bebi vegeta,0,22846,5023,90,1
0,3705,68,m. bison,_aug_black polnareff,0,35637,17744,101,2
0,3706,68,kazama sogetsu,phoenix,0,10730,14598,94,2
0,3707,68,naruto kun,hugo,0,15140,23070,102,2
0,3708,68,tron bonne,goku pce,0,37763,4744,92,2
0,3709,68,omega tiger woods,tsugumi,0,157253,11782,104,2
0,3710,68,snake eyes,ken,0,21947,17793,101,1
0,3711,68,ken,boulma,0,805241,1258,86,3
0,3712,68,hugo,majin vegeta ssj6,0,10732,11580,103,2
0,3713,68,nero,songoku-snk/sf,0,27055,9441,97,2
0,3714,68,android 16,_old_gray fly,0,31836,8193,96,2
0,3715,68,jon talbain,goku ssj gt,0,33897,5690,104,1
0,3716,68,pitt,vegeta,0,18313,6391,103,2
0,3717,68,master hand,storm,0,32185,5272,101,2
