exclude,mid,tid,winner,loser,5-0,winnerbet,loserbet,bets,duration
0,20970,82,bullseye,charizard,0,2734033,68884,980,2
0,20971,82,carnage,jiroubou,0,3700215,31388,1008,1
0,20972,82,judgement,frog,0,610105,136041,973,4
0,20973,82,dr.doom,cactuar,0,399504,706551,1020,2
0,20974,82,nagato yuki,abui,0,6736339,74354,981,2
0,20975,82,evil ken,medoi-san,0,14338993,29721,1078,2
0,20976,82,maraiah,akane satomura,0,4557135,35857,931,2
0,20977,82,blackheart,m. bison,0,3833893,49634,1015,1
0,20978,82,ramon 71113,hanny,0,21162668,41195,980,2
0,20979,82,minoriko aki,ranma saotome,0,2541972,54007,927,2
0,20980,82,perfect cell,ogre,0,365097,310081,924,2
0,20981,82,ssj5 goku,ginew,0,6857997,47417,882,2
0,20982,82,medoi-san,kyon,0,67933,428679,898,4
0,20983,82,misery,super boo,0,147812,263792,863,4
0,20984,82,vanessa,midler,0,3877556,36947,886,2
0,20985,82,yamcha by tomur,shuma gorath,0,126899,657318,891,2
0,20986,82,lavos spawn,youmu konpaku,0,1153555,175194,950,2
0,20987,82,scream,shen,0,6153324,25810,938,2
0,20988,82,shiori misaka,mima,0,184216,337568,834,4
0,20989,82,koryu,mio,0,10986867,24339,870,1
0,20990,82,lei lei,grappler_hiyama,0,7998789,21972,897,2
0,20991,82,krauser,scream,0,254557,667267,919,3
0,20992,82,gorunks ssj4,timmy turner,0,105256,483982,870,2
0,20993,82,servbot,syo hayate,0,7192636,22750,905,2
0,20994,82,sasquatch,ferroman,0,764123,184672,881,2
0,20995,82,jackal,_aug_sephiroth,0,3681085,41505,942,2
0,20996,82,miko,jeice,0,2147023,41654,884,2
0,20997,82,missmarvel,cv wakamoto,0,932861,83799,929,1
0,20998,82,green lantern gg,princess peach,0,2718190,37428,915,2
0,20999,82,rimle,spider-carnage,0,125066,350706,877,3
0,21000,82,chaos blanka,xp(pro),0,1207363,75409,892,1
0,21001,82,nachi,gorunks ssj4,0,857513,150711,840,2
0,21002,82,thanoseid,tabasa,0,2400557,43773,849,2
0,21003,82,kyle dunamis,gohan ssj2,0,942755,45909,820,3
0,21004,82,setsuna,broly,0,227229,339150,845,3
0,21005,82,rorschach,simba,0,145534,633933,902,3
0,21006,82,the thing,neco chaos,0,2801750,81791,934,2
0,21007,82,jamian di corvus,_aug_kenshiro,0,454529,398842,863,2
0,21008,82,hisame shizumaru,sentry,0,403482,181013,815,2
0,21009,82,alex,hol horse,0,4457979,52411,838,2
0,21010,82,tizoc,rose,0,2137600,50523,799,2
0,21011,82,future trunks,rhino,0,1177066,80682,820,3
0,21012,82,cell junior,gogeta ssj4,0,732881,84000,755,2
0,21013,82,xp(pro),sajin,0,104452,678858,786,5
0,21014,82,miyako yoshika,vice,0,515281,303493,775,2
0,21015,82,shiki tohno,chameleon,0,260843,214516,769,3
0,21016,82,android 16,mega vegeta,0,2372046,36648,742,2
0,21017,82,gotenks gt,mech-hisui,0,144713,244935,771,5
0,21018,82,ghetto warmachine,maximum frieza,0,7211435,19871,842,2
0,21019,82,yukari yakumo,oozura bebi,0,300901,282045,756,4
0,21020,82,chaka,ruili,0,1663522,49372,702,4
0,21021,82,chiel,anakaris,0,745968,364620,754,3
0,21022,82,samurai jack,rinfa,0,680666,31393,668,5
0,21023,82,patchouli,sailor mars,0,2794231,87170,731,2
0,21024,82,mr burns,higyo-pam,0,374105,112355,730,4
0,21025,82,multiple man,chibi ubuu,0,2004792,58933,732,2
0,21026,82,green lantern js,princess peach,0,882382,116804,721,2
0,21027,82,black tiger,tin's fernandeath,0,1505402,99188,728,2
0,21028,82,spider-man 2099,rorschach,0,700930,111814,665,3
0,21029,82,sailor jupiter,evil ranger,0,558481,48852,660,3
0,21030,82,chaos hiryu,wing zero,0,7895160,42095,691,2
0,21031,82,cell,videl,0,134606,324246,615,5
0,21032,82,kanmi chan,cartman,0,795283,50210,649,2
0,21035,82,ukitake,ryu hayabusa,0,65404,91827,233,3
0,21036,82,ssj5 goku,fat albert,0,803587,30215,263,3
0,21037,82,ultron,_aug_link,0,1699980,22159,264,1
0,21038,82,lupin the 3rd,vegeta,0,80265,396633,326,3
0,21039,82,shadir,hokage,0,56181,157260,330,3
0,21040,82,ryu,kairi,0,2262878,21278,382,3
0,21041,82,franko,judgement,0,2147021,26270,421,2
0,21042,82,_aug_ash,elena,0,883656,34915,425,3
0,21043,82,_aug_kuma,dark ryu,0,749018,58765,428,3
0,21044,82,hobgoblin,kano,0,361686,23386,393,4
0,21045,82,mima,athena asamiya,0,330646,412065,437,3
0,21046,82,krusty,goten gt,0,227863,108315,476,2
0,21047,82,sakura kinomoto,kanon,0,4194769,9219,510,3
0,21048,82,trouble man,pachet,0,1892912,25175,504,2
0,21049,82,sakura,vice,0,54679,326527,475,3
0,21050,82,sandman,princess peach,0,4620875,14024,475,2
0,21051,82,raptor,rock,0,91496,349146,465,4
0,21052,82,super androide 17 hd,_aug_jin kazama,0,1479623,44388,467,1
0,21053,82,vegeta,majin buu,0,257963,27826,433,3
0,21054,82,sodom,billy_xiii,0,1390914,29947,457,2
0,21055,82,rock volnutt,omega red,0,6651620,12679,392,1
0,21056,82,yun,parasite,0,1668183,35030,447,1
0,21057,82,snake eyes,bane,0,270670,40487,458,1
0,21058,82,gonzales,dare devil,0,3655660,14678,488,1
0,21059,82,syaoran,blue ranger,0,2860307,10329,466,1
0,21060,82,shermie,shadir,0,1448047,21774,440,2
0,21061,82,missmarvel,plastic man,0,1406143,22277,418,2
0,21062,82,docock,mestre kame,0,1150380,14384,434,2
0,21063,82,ryo,another kyo,0,334455,76348,405,1
0,21064,82,shishio,gohan zeta,0,2725349,9839,410,2
0,21065,82,green lantern gg,nobunaga,0,1407108,43176,441,1
0,21066,82,ultron,ooze-o,0,301574,204389,472,2
0,21067,82,capella,wonderman,0,47640,474202,414,2
0,21068,82,sonic machine,anna,0,4766285,24103,437,1
0,21069,82,ayu tsukimiya,nightcrawler,0,1985894,18903,417,2
0,21070,82,frieza,tenten,0,2536206,43946,405,2
0,21071,82,aoko,jamian di corvus,0,376368,114732,405,3
0,21072,82,daffy duck,sponge bob,0,91748,142613,413,2
0,21073,82,lei lei,vegeta,0,1615476,32920,466,3
0,21074,82,gogeta super saiyan 3,hayato,0,279279,75608,401,3
0,21075,82,scarecrow,kim kaphwan,0,547857,249223,403,2
0,21076,82,cyclops,spawn,0,2387132,47832,441,2
0,21077,82,shizuha aki,moorhunn,0,1253475,51272,434,1
0,21078,82,yoh,mayko,0,450124,12221,413,4
0,21079,82,oozaru,scarlet witch,0,489037,26157,448,4
0,21080,82,grover,windows me,0,599623,30149,399,2
0,21081,82,marvin,goku ssj5,0,1563468,31712,444,2
0,21082,82,nazrin,c-19,0,1818559,34774,457,3
0,21083,82,the atom,super soldier,0,225521,80983,401,4
0,21084,82,flash,fat albert,0,324595,125540,464,3
0,21085,82,shocker,geese,0,153981,159349,431,2
0,21086,82,'gou no ken' kenshirou,trunks,0,314904,11216,418,3
0,21087,82,satsuki,ojisama,0,1946350,24170,429,2
0,21088,82,ran yakumo,goten gt,0,1546553,21287,468,4
0,21089,82,yukari yakumo,brainiac,0,4731125,18203,468,2
0,21090,82,akuma,blodia,0,150834,380781,456,4
0,21091,82,andore jr,goten gt nex,0,204018,175844,438,4
0,21092,82,ken,_aug_dio,0,367243,50023,444,2
0,21093,82,ossan,_aug_ash,0,5004946,37973,466,2
0,21094,82,ronald,omega tiger woods,0,1883901,83976,496,2
0,21095,82,achi cirno,robocop,0,3036716,23819,495,2
0,21096,82,chiel,the thing,0,1455609,59202,469,2
0,21097,82,mike tyson,flash,0,621635,50810,524,2
0,21098,82,karnov,android 18,0,55953,111685,447,2
0,21099,82,mega lilde,pan,0,105220,53882,406,4
0,21100,82,vivi_ornitier,sagat,0,373943,40118,453,2
0,21101,82,jimmy lee,gohan  grande normale,0,133602,144700,413,3
0,21102,82,rin natsume,master chief,0,775446,35137,460,2
0,21103,82,mexican typhoon,jon talbain,0,1971225,95108,462,2
0,21104,82,giano,_aug_justice,0,1250739,17837,455,3
0,21105,82,kairi,black.t,0,106603,31742,455,4
0,21106,82,archetype:earth,dinozord,0,633313,10121,509,2
0,21107,82,hato sabure,mirai trunks,0,455980,49168,494,5
0,21108,82,robert,athena,0,79408,176656,425,2
0,21109,82,master hand,li sheng long,0,551159,17963,480,4
0,21110,82,evil ryu,annie murakami,0,80282,308963,467,2
0,21111,82,robin,charizard,0,771745,73203,462,2
0,21112,82,roll,nate summers,0,248086,18247,424,2
0,21113,82,shiki tohno,hirasawa_yui,0,1253555,24571,394,3
0,21114,82,she-hulk,karin kanzuki,0,140296,35181,394,3
0,21115,82,saori - athena,hyper buu,0,1751621,38794,466,4
0,21116,82,goku ssj4 db final bout,skull-man,0,499275,28122,414,4
0,21117,82,yukari yakumo,blob,0,3859922,5081,488,1
0,21118,82,robert,recoome,0,169968,18683,460,2
0,21119,82,shin gouki,miyazato erika,0,2375488,6042,455,2
0,21120,82,soulgen,t. kawk,0,61848,162562,464,4
0,21121,82,opera elmer,radel,0,146411,23240,525,3
0,21122,82,senna vp,jill,0,1215136,18260,474,2
0,21123,82,sakura kinomoto,nanaya,0,1945158,19707,492,2
0,21124,82,zeeky h. bomb,ichi,0,1182084,14336,530,3
0,21125,82,yang,juan,0,88396,220542,528,2
0,21126,82,shin gouki,goku kid,0,1467944,5112,536,2
0,21127,82,war machine,gundam heavy arms,0,342977,92718,501,3
0,21128,82,nanoha xp,sanae,0,6180451,23765,501,2
0,21129,82,orione,magus,0,612767,32712,519,3
0,21130,82,boo ssj,fei-long,0,407230,49498,488,2
0,21131,82,_aug_petshop,tensinhan,0,75807,99435,502,3
0,21132,82,bomber man,charizard,0,80871,90551,501,3
0,21133,82,arrange_mishio,haku,0,4853607,16345,522,2
0,21134,82,haggar,kurama,0,442812,79016,501,2
0,21135,82,remilia,evil ryu,0,1525883,55599,581,2
0,21136,82,pitt,gobotenn,0,300830,52932,526,2
0,21137,82,kenshin,future trunks,0,207169,239276,540,2
0,21138,82,jo jo,ken,0,167451,133349,536,1
0,21139,82,dr.gero,pikachu,0,1777811,14856,514,2
0,21140,82,kyle dunamis,yuriesbyfe,0,480964,51150,507,2
0,21141,82,kouryu,ssj4 goten,0,700015,28066,496,2
0,21142,82,yuri di aaaaaaa,marle,0,1121783,27666,555,2
0,21143,82,charlie,_aug_zaku,0,806621,34744,505,1
0,21144,82,saya,the nightmare,0,61742,469898,583,3
0,21145,82,shiki vp,another iori,0,2151320,24681,551,2
0,21146,82,jean grey,drill asamin,0,2743688,67901,574,2
0,21147,82,juggernaut,goku transformer,0,641316,49497,613,5
0,21148,82,krauser,ryu,0,269093,108651,570,2
0,21149,82,yukari_swr,layla,0,462680,69951,572,2
0,21150,82,clark steel,baitang,0,325271,108744,585,2
0,21151,82,oozaru,gambit,0,362467,53004,606,3
0,21152,82,yukari_swr,super skrull,0,1630243,91234,596,2
0,21153,82,kamek,rose,0,2613941,14750,623,3
0,21154,82,ninja megazord,dante,0,625735,55027,579,2
0,21155,82,super mario,cless alvein,0,182692,473291,592,4
0,21156,82,nero,reisen,0,3638581,38083,574,1
0,21157,82,saito,docock,0,605532,52697,568,2
0,21158,82,gogeta ssj4,blob,0,565002,65687,638,1
0,21159,82,green arrow,sion_tatari,0,406910,87213,599,1
0,21160,82,aoshi,elektra,0,406124,83120,593,2
0,21161,82,thor,noriaki kakyoin,0,1887594,13929,645,2
0,21162,82,predator,vegeta ssj1,0,297271,27181,563,3
0,21163,82,vegeta ssj5,lord zedd,0,46430,236907,578,4
0,21164,82,kohaku,punisher,0,261632,93648,593,2
0,21165,82,oozura bebi,judgement,0,766414,95294,561,2
0,21166,82,krusty,mamizou,0,786793,28196,597,2
0,21167,82,death13,asuta-san,0,1162162,33705,616,3
0,21168,82,arrange_misuzu,roll,0,780378,63527,624,3
0,21169,82,alter amiba,goku ssj3,0,1538608,46790,633,3
0,21170,82,medicine melancholy,jackal,0,319148,131958,635,2
0,21171,82,dodgers,saba,0,327950,80677,628,4
0,21172,82,varnage,ryuuguu rena,0,270781,347629,627,2
0,21173,82,cell junior,_aug_raphael,0,1490928,87032,589,1
0,21174,82,chomper,piccolo,0,1508492,31906,644,2
0,21175,82,elena,mokou,0,349256,358689,617,3
0,21176,82,kuando,mako,0,2252308,73593,603,2
0,21177,82,d-rugal,piccolo,0,241515,87598,627,3
0,21178,82,perfect cell,vegeta,0,1169447,105921,647,2
0,21179,82,saori - athena,satori,0,7409393,21436,662,3
0,21180,82,_aug_unknown,kyouko,0,1064809,123373,616,3
0,21181,82,darkseid,blaster,0,4124551,20899,637,2
0,21182,82,minoriko aki,jamian di corvus,0,278862,59192,592,2
0,21183,82,iceman,_aug_kuma,0,886070,63552,561,2
0,21184,82,achi cirno,ryo,0,1953169,23374,593,1
0,21185,82,synn,onslaught,0,1688181,139940,667,2
0,21186,82,yukari_swr,ore,0,9582608,13622,689,1
0,21187,82,shocker,kingpin,0,1065081,32409,639,1
0,21188,82,steel,rorschach,0,7791909,11392,640,2
0,21189,82,shiki tohno,android 17,0,835104,19191,618,2
0,21190,82,juda,zarbom,0,447271,34796,608,3
0,21191,82,shermie,_aug_vega,0,2045148,17564,588,1
0,21192,82,popeye,_aug_vanilla ice,0,4492709,28051,721,3
0,21193,82,orione,princess peach,0,830638,34680,687,3
0,21194,82,terry bogard,chris,0,2954787,24254,615,2
0,21195,82,guile,letty whiterock,0,303675,71749,635,2
0,21196,82,nightmare yamazaki,_aug_i-no,0,546381,30104,684,5
0,21197,82,senna vp,e-102r,0,2339574,33268,669,2
0,21198,82,geese,misty,0,112714,712734,680,2
0,21199,82,scarecrow,mega lilde,0,1129941,31357,633,2
0,21200,82,pepe,magus,0,505392,37796,656,2
0,21201,82,dr.gero,midler,0,1656737,28790,671,2
0,21202,82,yumemi,reimu,0,3567271,46441,596,2
0,21203,82,nero,_aug_ash,0,5299360,30605,705,2
0,21204,82,green lantern js,_fake_kyo,0,191340,116050,645,2
0,21205,82,crilin sposato,ruili,0,1571241,42318,665,2
0,21206,82,dr.gero,chibi ubuu,0,2532150,16089,699,2
0,21207,82,saori - athena,yumemi,0,497710,380132,683,4
0,21208,82,mature,mamizou,0,3141602,31514,685,2
0,21209,82,_aug_sonic,kino,0,800016,23917,633,2
0,21210,82,omega red,hobgoblin,0,212298,71696,627,3
0,21211,82,ghetto warmachine,overlord,0,270656,611691,742,2
0,21212,82,bra,amiba,0,1737089,52843,749,2
0,21213,82,captain marvell,mr burns,0,133400,966368,783,2
0,21214,82,segalow,satori,0,7459864,52619,798,2
0,21215,82,taki,hol 'butt king' funtimes,0,2311916,72625,789,2
0,21216,82,_old_nail,shiki vp,0,2218883,159847,740,4
0,21217,82,omega tiger woods,goku ssj2,0,3249867,33643,866,2
0,21218,82,regina,cv wakamoto,0,417519,59958,773,3
0,21219,82,vita,ami,0,504360,91316,750,1
0,21220,82,he-man,terry,0,167609,166275,784,2
0,21221,82,cyborg superman,shaq,0,1083074,194160,869,3
0,21222,82,lupin the 3rd,kohaku,0,689196,272138,789,3
0,21223,82,charlie,hinata,0,2292383,28668,752,2
0,21224,82,mr satan,roll,0,146749,721295,773,3
0,21225,82,mr. fantastic,kogasa,0,1176067,38874,825,2
0,21226,82,shin ryu,athena,0,354689,97148,753,3
0,21227,82,dark phoenix,pachet,0,5117103,12393,766,2
0,21228,82,perfect storm x,yoko yuki,0,2983420,35729,810,3
0,21229,82,k9999,spawn,0,10434692,30905,758,2
0,21230,82,shishio,sonic machine,0,2799329,72981,749,1
0,21231,82,gohan ssj4,ryo,0,2110788,140338,783,1
0,21232,82,jon talbain,scream,0,103126,650670,808,2
0,21233,82,kung lao,_aug_link,0,1284498,69150,816,2
0,21234,82,hercule gt,_fake_kyo,0,38092,1161331,804,3
0,21235,82,ssj gohan,rouga_zanma,0,385166,107369,791,2
0,21236,82,alex,floren,0,2737384,55917,874,2
0,21237,82,clark steel,_aug_robo-ky,0,2963895,60887,833,2
0,21238,82,geese,orochi iori,0,333964,1647152,763,3
0,21239,82,hyoga de cisne,saba,0,5415185,39597,910,3
0,21240,82,minis mahn,andore jr,0,243863,322332,781,3
0,21241,82,blaze agent,roll,0,1776018,85843,903,3
0,21242,82,rin natsume,metallo,0,1149938,49301,838,1
0,21243,82,g rugal,son trunks,0,2570484,52189,895,2
0,21244,82,drdoom,hotaru,0,3658545,118360,868,2
0,21245,82,riot,c-19,0,741727,133963,846,4
0,21246,82,ssj three broli,phobos,0,842153,85124,801,4
0,21247,82,cc iron clara,jotaro kujo,0,3339388,36649,777,1
0,21248,82,kuando,_aug_may,0,4003569,41104,844,2
0,21249,82,ssj4 goten,shen,0,447588,37594,830,3
0,21250,82,waha-,marle,0,1320493,22758,793,2
0,21251,82,_aug_lee,tiger,0,927828,28508,776,2
0,21252,82,jean grey,_aug_ash,0,4871641,56430,855,2
0,21253,82,hellboy,shuh,0,4719540,18804,832,2
0,21254,82,jedah,roll,0,345945,107665,861,2
0,21255,82,midler,think,0,838962,53603,766,2
0,21256,82,wolverine,chill penguin,0,2234126,28222,864,2
0,21257,82,_aug_johnny,takuma.s_xiii,0,760289,61713,743,3
0,21258,82,blodia,ken,0,388886,132838,770,4
0,21259,82,black tiger,spider-carnage,0,861605,88598,773,2
0,21260,82,billy_xiii,nate summers,0,65931,359066,673,3
0,21261,82,rumia,metallo,0,2149002,19513,797,2
0,21262,82,clark,fat albert,0,1901377,58393,848,2
0,21263,82,moraga,syaoran,0,270368,187823,793,2
0,21264,82,serika,carnage,0,687684,64097,792,3
0,21265,82,felicia,yakui san,0,10186035,231211,832,3
0,21266,82,ryoko asakura,red ranger,0,2657172,56852,897,2
0,21267,82,usapi-,rimururu,0,614595,67939,861,2
0,21268,82,reimu,_aug_potemkin,0,399006,68323,819,3
0,21269,82,homero,evil ryu,0,376966,156889,951,3
0,21270,82,cell,ruby heart,0,131969,145717,900,4
0,21271,82,dio di musca,kagome,0,3357880,22825,859,2
0,21272,82,overlord,zarbom,0,4413874,21753,926,1
0,21273,82,minakata moriya,bomber man,0,318481,89488,853,2
0,21274,82,prince vegeta,haruno sakura,0,238358,35352,805,3
0,21275,82,_aug_ash,piccolo,0,280236,69896,892,2
0,21276,82,tenma-sama,mr burns,0,9827673,74111,948,2
0,21277,82,mystique,harley quinn,0,427237,98563,917,2
0,21278,82,nagato yuki,skull-man,0,508409,47004,872,2
0,21279,82,benimaru,marle,0,3686117,18767,958,2
0,21280,82,alex mercer,doraemon,0,149652,259329,805,5
0,21281,82,jissou seki,joseph the b.b.,0,79098,633690,772,4
0,21282,82,overlord,ken,0,1263640,114771,994,2
0,21283,82,shuma gorath,vegeta sb1,0,2769180,41040,957,2
0,21284,82,goku gt,waha-,0,279478,131298,927,2
0,21285,82,saiki,son gohan,0,4218516,70585,952,2
0,21286,82,syaoran,juggernaut,0,190400,478813,1036,3
0,21287,82,sophitia,devil_daigo,0,2898386,59476,1005,1
0,21288,82,dhalsim,piccolo,0,1295210,123316,981,2
0,21289,82,kazama kazuki,shikamaru,0,6255328,21661,983,2
0,21290,82,toron,thanoseid,0,658051,175868,978,2
0,21291,82,jamian di corvus,krillin,0,1668185,55456,944,2
0,21292,82,ironpatriot,mr buu,0,5360372,26898,1016,2
0,21293,82,anna,asahina mikuru,0,363878,85812,822,3
0,21294,82,morph,wild ken ex,0,355690,230301,946,2
0,21295,82,jack frost,_aug_toki,0,3196561,21588,906,2
0,21296,82,cell jr,geese,0,277459,397346,961,5
0,21297,82,_aug_ash,dinozord,0,4414784,60680,977,2
0,21298,82,marrow,super boo,0,3995315,29795,934,3
0,21299,82,gohan school,gohan fight money,0,336468,126380,890,2
0,21300,82,zidane,edward elrick,0,240916,423892,992,5
0,21301,82,radel,makoto,0,542691,183747,966,2
0,21302,82,sagat,the joker,0,1369235,64602,1037,3
0,21303,82,morrigan,he-man,0,1851776,134577,1065,2
0,21304,82,orochi iori,e-102r,0,707466,356849,872,3
0,21305,82,_aug_ash,super vegeta,0,990807,101633,1048,3
0,21306,82,goku transformer,reimu,0,348080,229085,992,4
0,21307,82,missmarvel,mariah,0,3128641,33241,927,2
0,21308,82,elektra,henri,0,1085851,172898,852,2
0,21309,82,despero,black manta,0,5225817,25929,822,3
0,21310,82,poppy,simonkin2006,0,7023222,18380,975,2
0,21311,82,shuma gorath,_aug_ash,0,2111219,83789,964,2
0,21312,82,death black shot,tenten,0,1396254,53230,991,2
0,21313,82,namek gohan,maxima,0,580173,42136,904,3
0,21314,82,k',namor,0,189754,46259,686,2
0,21315,82,yuri di aaaaaaa,sponge bob,0,609263,195450,1016,4
0,21316,82,red cyclone,captain marvel,0,441784,83421,960,2
0,21317,82,chun-lee dark bolt,tenshinham,0,4578094,22203,1066,2
0,21318,82,sailor uranus,son trunks,0,2249708,45693,984,2
0,21319,82,symbiote spider-man,fat boo,0,3675706,46248,1004,2
0,21320,82,sailor moon,robert garcia,0,159894,170482,1030,3
0,21321,82,ryu,c-19,0,2442182,75642,1048,3
0,21322,82,red ranger,dio brando,0,617662,128374,1034,2
0,21323,82,astroboy,geese,0,124862,510271,1004,5
0,21324,82,nagae iku,felicia,0,3385913,37022,959,1
0,21325,82,future trunks,guy gardner,0,599376,75807,893,2
0,21326,82,batman,zantetsu,0,2137205,62920,1063,2
0,21327,82,the dazzler,hugo,0,2406723,59321,978,1
0,21328,82,jay garrick,lord ravenous,0,768578,261365,912,2
0,21329,82,steel,_aug_jin kazama,0,687204,228042,947,2
0,21330,82,haruhi suzumiya,_aug_zappa,0,304998,226248,980,2
0,21331,82,bison,hikaru,0,1166468,243803,1040,3
0,21332,82,sailor neptune,hwa jai,0,132172,852421,979,4
0,21333,82,misty,ssj4gohan,0,3721893,535663,937,2
0,21334,82,omega red,brainiac,0,5788267,35058,937,2
0,21335,82,archer,c-19,0,706939,100484,921,4
0,21336,82,black mask,terry,0,1196355,212518,910,3
0,21337,82,morfo,_aug_vega,0,256244,168679,864,3
0,21338,82,misty,hal jordan,0,541796,78173,924,4
0,21339,82,ken,parasite,0,407333,137406,940,2
0,21340,82,gill,miyazato erika,0,1316168,133423,954,2
0,21341,82,dare devil,naruto,0,692190,54185,1007,2
0,21342,82,robo rock,sophitia,0,167377,258328,1023,2
0,21343,82,omega tiger woods,g-bit,0,6947308,61564,1096,1
0,21344,82,fordy,dee jay,0,2148704,41213,1143,2
0,21345,82,lion magnus,araki runa,0,5868617,29318,1072,2
0,21346,82,rugal,tayuya,0,2978502,34552,1085,2
0,21347,82,ghetto warmachine,yagumo,0,7276238,26582,1160,2
0,21348,82,battousai,nitori,0,4658500,32503,1051,3
0,21349,82,gonzales,blue ranger,0,12278529,24286,1146,2
0,21350,82,masta gambit,ultimate cap,0,913372,110366,1084,2
0,21351,82,ukitake,_aug_polnareff,0,756128,33251,1062,4
0,21352,82,varnage,windows me,0,23380460,67254,1099,2
0,21353,82,misery,frog,0,130304,456325,1132,4
0,21354,82,adon,magus,0,1331185,94055,1030,3
0,21355,82,android 18,boo,0,1157662,54962,949,2
0,21356,82,arcueid,toramaru syou,0,3775438,64409,1015,2
0,21357,82,namazu,videl,0,2985609,17720,1041,3
0,21358,82,eri_hasumi,docock,0,383630,130419,967,2
0,21359,82,colossus,terry,0,521771,51454,954,2
0,21360,82,tensinhan,kagami kyosuke,0,73407,137853,897,3
0,21361,82,jeice,meirin,0,435176,72318,937,1
0,21362,82,orochi,_aug_buttercup,0,134407,137641,971,2
0,21363,82,vertigo,kim kaphwan,0,940885,42593,967,2
0,21364,82,predator,recoome,0,527025,41068,1043,3
0,21365,82,master hand,pengintou,0,5582224,18894,1097,2
0,21366,82,_aug_leonardo,pengintou,0,1001471,30143,1016,4
0,21367,82,sailor uranus,orochi,0,875223,61065,1026,2
0,21368,82,hanyuu,trunks,0,1384079,27907,995,2
0,21369,82,nero,gogeta super saiyan 3,0,433696,129271,982,4
0,21370,82,death adder,dr.doom,0,1778434,66350,1094,2
0,21371,82,raoh,shadow dio,0,37959,2641006,1035,3
0,21372,82,evil ryu,ikki,0,482239,334900,1150,4
0,21373,82,_aug_vega,mega gohan,0,772414,74238,1045,2
0,21374,82,commissioner gordon,lord ravenous,0,1226468,51379,1129,2
0,21375,82,tenma-sama,steel,0,3327429,81864,1149,3
0,21376,82,billy lee,orochimaru,0,866083,80769,1064,1
0,21377,82,ik borodin,ryu,0,337089,121040,979,2
0,21378,82,vergil,possessed heita,0,370266,388807,1128,3
0,21379,82,venom scorpion,android 18,0,830225,36871,1117,2
0,21380,82,kung fu fiunn,morgiana,0,5563667,30529,1179,1
0,21381,82,hulk 2099,dinozord,0,813433,39659,1141,3
0,21382,82,cyborg superman,brian griffin,0,7646108,25708,1238,3
0,21383,82,super sonic,orione,0,83044,139891,1059,5
0,21384,82,master sakura,vivi_ornitier,0,718084,146909,1050,4
0,21385,82,evil ryu,captain commando,0,1221321,195537,1167,2
0,21386,82,ghetto warmachine,agony,0,1443319,63746,1171,2
0,21387,82,aoko,yamcha by tomur,0,462977,194425,1067,3
0,21388,82,iron lantern,yoko yuki,0,231075,239765,1065,3
0,21389,82,_aug_dudley,asahina mikuru,0,1341342,35738,1078,3
0,21390,82,cyclops,kid gohan ssj1,0,2407056,52414,1019,3
0,21391,82,dragon claw,blue destiny 2,0,3633050,37571,1074,4
0,21392,82,lilith aensland,rouga_zanma,0,4655642,26399,1019,1
0,21393,82,talon,skeletor,0,5067316,64060,1149,1
0,21394,82,roll,tetsuo,0,1530069,30595,983,3
0,21395,82,future trunks,seth,0,375010,157845,970,2
0,21396,82,bridget,android 18,0,699052,399374,1019,2
0,21397,82,chameleon,superman,0,748228,186878,994,4
0,21398,82,regina,inuzuka kiba,0,1120240,24250,935,3
0,21399,82,strong guy,sakon,0,1229033,21689,997,2
0,21400,82,arrange_misuzu,green goblin,0,4613967,34735,1046,2
0,21401,82,the dazzler,sasuke,0,1721286,49583,1009,2
0,21402,82,perfect storm x,psylocke,0,5272597,30936,1092,2
0,21403,82,berserk,naruto,0,10874541,340226,1180,2
0,21404,82,yumeji kurokouchi,b. magic girl,0,5596647,28343,1209,3
0,21405,82,violent dan,onslaught,0,237561,1436862,1148,3
0,21406,82,blue destiny 2,naruto,0,1702590,177811,1202,3
0,21407,82,annie murakami,android 17,0,1466470,33528,1165,2
0,21408,82,jo jo,athena,0,1766651,73111,1044,2
0,21409,82,esmeralda,juan,0,1538595,161350,1142,3
0,21410,82,mimic,dhalsim,0,184861,281374,971,2
0,21411,82,electro,baldhead,0,1416433,62786,1019,2
0,21412,82,sakura,sophitia,0,247325,221431,984,2
0,21413,82,snake eyes,_aug_chipp,0,5039086,34204,1035,2
0,21414,82,diablo_skeleton,hugo,0,2273610,111734,1054,3
0,21415,82,saito,evil ryu,0,564824,263124,1073,2
0,21416,82,ninja megazord,ken,0,466991,164045,1053,2
0,21417,82,death adder,ella,0,2204956,104188,1223,2
0,21418,82,orochi vega,suwako moriya,0,2641538,103760,1107,2
0,21419,82,violent dan,_aug_polnareff,0,7139018,15420,1122,1
0,21420,82,arrange_misuzu,fat albert,0,5846811,38503,1238,2
0,21421,82,super #13,tabasa,0,449794,60410,978,2
0,21422,82,lex luthor,mio,0,5985408,126901,1128,2
0,21423,82,omega tiger woods,vegeta,0,4595851,52580,1231,2
0,21424,82,saori - athena,majin buu,0,5625756,23948,1257,4
0,21425,82,sailor mars,catwoman,0,3345163,20457,968,2
0,21426,82,master ryu,_aug_polnareff,0,4035761,90966,1062,2
0,21427,82,sakon,edward elrick,0,2075009,40501,935,3
0,21428,82,rikuo,ibuki,0,387531,390262,1037,3
0,21429,82,android 16,mech gouki,0,477794,327597,1024,2
